idx,sentence,followup,stype,ftype,OP1,OP1_type,OP2,OP2_type,GPT-2,GPT-2 Medium,GPT-2 Large,GPT-2 XL,Llama-2 7B,Llama-2 7B Chat,Llama-2 13B,Llama-2 13B Chat,Llama-2 70B,Llama-2 70B Chat,GPT-3 davinci,GPT-3.5 td-002,GPT-3.5 td-003
99,I rejected two offers for the project,despite the fact that my manager told me to accept them.,Sc,F1,na_control,na_control,na_control,na_control,-32.170780181884766,-32.44560623168945,-31.702119827270508,-30.76956033706665,-25.03768110275269,-24.316256523132324,-26.16007232666016,-28.314666748046875,-26.32669162750244,-25.3422212600708,-26.947463418,-25.127126449,-28.56282015
99,I rejected two offers for the project,because there were no offers in the first place.,Sc,F2,na_control,na_control,na_control,na_control,-26.01219940185547,-24.609695434570312,-24.68216180801392,-24.81064796447754,-23.26582908630371,-22.032404899597168,-25.758644104003903,-28.36061668395996,-23.96281814575196,-26.866225242614743,-27.736610979999995,-22.35979886,-29.803305876
100,I didn't support all the policies of the government,as I found them to be unjust.,S,F1,didn't,NEG,all,QD,-21.9494743347168,-20.699153900146484,-20.79982852935791,-20.661032676696777,-21.653706550598145,-19.249053955078125,-21.775320053100582,-20.35925579071045,-20.49087715148925,-18.962016105651852,-21.76256143,-23.389921736,-22.661674034
100,I didn't support all the policies of the government,though I approved of some of them.,S,F2,didn't,NEG,all,QD,-24.72373962402344,-23.086552679538727,-22.20365190505981,-21.74964189529419,-20.95389461517334,-25.38597202301025,-20.04699420928955,-21.908949851989743,-19.965022087097168,-21.310718536376957,-21.13237667,-20.964487800000004,-24.60454201
100,I opposed all the policies of the government,as I found them to be unjust.,Sc,F1,na_control,na_control,na_control,na_control,-20.59882354736328,-19.9350700378418,-18.76476240158081,-20.19983625411988,-18.525324821472168,-17.43488121032715,-18.261777877807617,-15.686147689819336,-18.64105224609375,-17.916775703430176,-18.06466923,-20.187552432,-17.081362639
100,I opposed all the policies of the government,though I approved of some of them.,Sc,F2,na_control,na_control,na_control,na_control,-26.632644653320312,-23.456104934215546,-23.12781238555908,-21.32560873031616,-22.22865390777588,-24.57960796356201,-23.75622272491455,-22.68431282043457,-24.10072898864746,-25.285372734069824,-21.79165065,-20.06246021,-24.28315695
101,He didn't remember a scene from the movie Inception,even though the scene was really famous.,S,F1,didn't,NEG,a/an,IND,-29.097946166992188,-26.794597625732425,-26.601158142089844,-27.78753566741944,-22.919074058532715,-25.813530921936035,-25.918533325195312,-26.92271327972412,-25.0607328414917,-21.96951484680176,-21.758305420000003,-20.443821090000004,-25.474314168
101,He didn't remember a scene from the movie Inception,which is to say he didn't remember anything from the movie.,S,F2,didn't,NEG,a/an,IND,-28.378387451171875,-26.40410614013672,-26.24763536453247,-26.62288236618042,-25.91033697128296,-28.200472831726078,-26.69390106201172,-29.01631546020508,-26.596409797668457,-27.866193771362305,-27.301391895000005,-26.3802377439,-30.99547689033
101,He forgot a scene from the movie Inception,even though the scene was really famous.,Sc,F1,na_control,na_control,na_control,na_control,-28.7766342163086,-27.523292541503903,-28.770268440246586,-29.496386528015137,-23.95809364318848,-27.305907249450684,-26.09630012512207,-25.56028842926025,-26.51947593688965,-28.23317813873291,-23.6825864,-23.92270576,-32.73418224
101,He forgot a scene from the movie Inception,which is to say he didn't remember anything from the movie.,Sc,F2,na_control,na_control,na_control,na_control,-32.6219482421875,-30.813278198242188,-31.07240104675293,-28.94752025604248,-30.046232223510746,-33.64235305786133,-34.197813987731934,-30.884143829345703,-31.74900245666504,-33.287808418273926,-33.0164651,-30.327248619999995,-44.1097168046
102,I didn't reject four proposals for the campaign,despite the fact that my director told me to reject them.,S,F1,didn't,NEG,four,NMR,-34.74583435058594,-33.13967323303223,-32.36408758163452,-32.83500957489014,-29.35136604309082,-27.77185344696045,-31.595611572265625,-31.81844997406006,-30.17920017242432,-31.055294036865234,-28.841535942,-30.622102224,-38.7843988912
102,I didn't reject four proposals for the campaign,because there were no proposals in the first place.,S,F2,didn't,NEG,four,NMR,-24.353973388671875,-25.03717041015625,-22.2331018447876,-20.593127250671387,-18.45751571655273,-14.484089851379396,-17.598008155822754,-16.906699180603027,-16.406249046325684,-17.586402893066406,-19.290630171,-18.79492311,-20.600254508
102,I accepted four proposals for the campaign,despite the fact that my director told me to reject them.,Sc,F1,na_control,na_control,na_control,na_control,-35.62897872924805,-34.82653045654297,-34.85355567932129,-34.94268751144409,-30.486741065979004,-32.711326599121094,-33.80820083618164,-33.40361499786377,-34.25723075866699,-30.61495590209961,-31.414240453999994,-33.3409520605,-42.0298583136
102,I accepted four proposals for the campaign,because there were no proposals in the first place.,Sc,F2,na_control,na_control,na_control,na_control,-29.22933959960937,-30.22813415527344,-30.171125411987305,-30.339155197143555,-26.89301490783692,-28.85848426818848,-26.68509292602539,-31.52022075653076,-27.4384241104126,-28.54956722259521,-29.79771304,-27.66281624,-40.49375999000001
103,I didn't prevent some students from cheating on the test,although I saw them exchanging notes.,S,F1,didn't,NEG,some,QD,-35.75093078613281,-32.80934143066406,-32.493350982666016,-32.606781005859375,-19.39568519592285,-24.28658962249756,-21.77281856536865,-25.33416748046875,-20.66830921173096,-23.390358924865723,-22.09295063,-22.40588555,-24.985122250000003
103,I didn't prevent some students from cheating on the test,because no students even tried to cheat in the first place.,S,F2,didn't,NEG,some,QD,-30.969371795654297,-31.947311401367188,-29.68826675415039,-31.877143383026123,-28.043437004089355,-30.66580390930176,-26.39477825164795,-28.108552932739254,-26.91902446746826,-37.63327884674072,-25.455272915,-32.81441085550001,-27.6551193335
103,I allowed some students to cheat on the test,although I saw them exchanging notes.,Sc,F1,na_control,na_control,na_control,na_control,-37.07575988769531,-33.37578582763672,-33.16120958328247,-34.301148891448975,-25.59856414794922,-29.52711772918701,-27.139806747436523,-30.18785572052002,-24.6828088760376,-26.93625259399414,-26.98767889,-31.16433396,-41.0785024
103,I allowed some students to cheat on the test,because no students even tried to cheat in the first place.,Sc,F2,na_control,na_control,na_control,na_control,-32.56721878051758,-32.14296531677246,-31.61372900009156,-32.88899040222168,-32.15974235534668,-35.940083026885986,-34.54623603820801,-38.01493740081787,-33.12643623352051,-36.83549308776856,-30.93327809,-43.25233918400001,-45.02090557059999
104,I didn't read all the chapters of the book,which is to say I didn't read any of them.,S,F1,didn't,NEG,all,QD,-24.397010803222656,-25.69391107559204,-25.773770809173584,-27.321808338165283,-25.80771446228028,-28.909177780151367,-25.35789966583252,-29.50454807281494,-23.23037338256836,-25.50212383270264,-25.408009543,-24.2629578893,-37.01311421496
104,I didn't read all the chapters of the book,though I read most of them.,S,F2,didn't,NEG,all,QD,-19.410125732421875,-18.26512575149536,-18.729681968688965,-17.93528461456299,-14.793410301208496,-17.546509742736816,-13.056053161621094,-13.208834648132324,-13.362284660339355,-12.639423370361328,-14.07818948,-15.48846711,-20.4285488
104,I skipped all the chapters of the book,which is to say I didn't read any of them.,Sc,F1,na_control,na_control,na_control,na_control,-25.29829406738281,-23.49992561340332,-24.79753828048706,-26.66467761993408,-25.62952136993408,-27.686599731445312,-26.94616413116455,-26.137601852416992,-26.45415306091309,-26.840978622436523,-28.36803091,-24.85374730000001,-32.09301421399999
104,I skipped all the chapters of the book,though I read most of them.,Sc,F2,na_control,na_control,na_control,na_control,-21.58489990234375,-21.679367065429688,-21.101475715637207,-18.947230339050293,-18.37637710571289,-20.298553466796875,-18.54244327545166,-18.973715782165527,-19.57759475708008,-20.518848419189453,-18.907537364,-19.66350886,-26.377155490000003
106,She didn't spot a mistake in the report,and so the report had incorrect information.,S,F1,didn't,NEG,a/an,IND,-33.877464294433594,-32.81618881225586,-33.97428131103516,-31.11790561676025,-29.45922946929932,-27.46693706512451,-26.97821998596192,-24.85784244537353,-21.999794006347656,-22.161840438842773,-30.65358455,-32.5688085,-39.10792274
106,She didn't spot a mistake in the report,because the report had no mistakes.,S,F2,didn't,NEG,a/an,IND,-27.711708068847656,-24.02222442626953,-21.600865840911865,-19.351778984069824,-16.66378402709961,-15.231224060058594,-13.772805213928224,-12.63796329498291,-16.64662742614746,-14.691136360168455,-15.20661232,-14.844707026,-16.370451052
106,She overlooked a mistake in the report,and so the report had incorrect information.,Sc,F1,na_control,na_control,na_control,na_control,-31.700538635253903,-30.419883728027344,-30.497804164886475,-29.636703491210938,-23.978346824646,-24.262446403503414,-22.737041473388672,-19.59749412536621,-21.738574028015137,-24.4579496383667,-25.6047611,-25.3429889,-31.541829
106,She overlooked a mistake in the report,because the report had no mistakes.,Sc,F2,na_control,na_control,na_control,na_control,-29.2468490600586,-26.32437896728516,-25.784237384796143,-24.28985834121704,-20.66220760345459,-25.13453197479248,-21.1007022857666,-21.58660316467285,-22.11441135406494,-25.766450881958008,-21.8878956,-23.7632504,-27.56949235
107,He didn't find an issue with the system,and so the system didn't function properly.,S,F1,didn't,NEG,a/an,IND,-28.631202697753903,-26.563262939453125,-29.179762840271,-27.744924068450928,-27.7540135383606,-28.864516735076904,-27.06281280517578,-27.332892417907715,-26.749277114868164,-28.96936798095703,-28.9104977305,-28.860287545500004,-35.6612285276
107,He didn't find an issue with the system,because the system had no issues.,S,F2,didn't,NEG,a/an,IND,-22.878921508789062,-21.028106689453125,-20.408196926116943,-18.63040399551392,-16.230445861816406,-15.029772758483888,-14.772048950195312,-13.497743606567385,-14.55226993560791,-14.88001823425293,-17.12973765,-16.25760649,-16.492170024000004
107,He overlooked an issue with the system,and so the system didn't function properly.,Sc,F1,na_control,na_control,na_control,na_control,-26.249855041503903,-24.84465408325196,-25.30491542816162,-24.24671745300293,-21.98968505859375,-19.452992916107178,-22.22723293304444,-20.019908905029297,-20.58321475982666,-18.941170692443848,-24.11581093,-20.32520413,-26.12577182
107,He overlooked an issue with the system,because the system had no issues.,Sc,F2,na_control,na_control,na_control,na_control,-27.83106231689453,-26.28482818603516,-24.808189392089844,-24.682334423065186,-19.5886869430542,-20.444799423217773,-19.610770225524902,-22.177950859069824,-20.80506706237793,-23.5038537979126,-21.5073711,-22.4570873,-28.50712265
108,I didn't remember all the groceries on the list,and so I didn't buy any of them.,S,F1,didn't,NEG,all,QD,-20.57598876953125,-21.342464447021484,-19.05159568786621,-17.785088539123535,-19.39070987701416,-17.395108222961426,-17.0103178024292,-17.758566856384277,-15.989862442016602,-17.445429801940918,-16.914466073,-20.484776125229995,-25.3411046634
108,I didn't remember all the groceries on the list,but I did remember most of them.,S,F2,didn't,NEG,all,QD,-17.169971466064453,-14.262262344360352,-14.832575798034668,-14.138705253601074,-12.137425422668455,-11.89484977722168,-11.815930366516112,-10.408944129943848,-12.302290916442873,-9.572863578796388,-12.197363159999998,-10.60717122,-12.774240754
108,I forgot all the groceries on the list,and so I didn't buy any of them.,Sc,F1,na_control,na_control,na_control,na_control,-22.26628494262696,-22.779682159423828,-20.08945751190185,-20.43085527420044,-20.5115327835083,-15.950519561767578,-19.47422409057617,-16.940152168273926,-19.026588439941406,-16.453102111816406,-19.54656118,-21.31076869,-23.40832985
108,I forgot all the groceries on the list,but I did remember most of them.,Sc,F2,na_control,na_control,na_control,na_control,-23.344947814941406,-21.72351455688477,-21.09918165206909,-21.990527153015137,-20.49895477294922,-23.12015724182129,-19.16081714630127,-21.312335968017575,-20.025280952453613,-21.47805595397949,-21.63821771,-20.6585596,-23.115702587000005
109,I didn't answer all the questions in the exam,and so I got 0 marks on the exam.,S,F1,didn't,NEG,all,QD,-32.372650146484375,-30.952259063720703,-27.808249473571777,-26.34479856491089,-25.58807849884033,-26.35161304473877,-23.134565353393555,-20.00718402862549,-25.957146644592285,-26.8254451751709,-32.2464871,-27.96581002,-34.16598539
109,I didn't answer all the questions in the exam,though I did answer most of them.,S,F2,didn't,NEG,all,QD,-18.96967315673828,-17.665873527526855,-17.057011604309082,-15.807534217834473,-15.534133911132812,-18.60486602783203,-15.215865135192873,-15.866222381591797,-16.738625526428223,-16.21501922607422,-20.81545795,-20.65084268,-25.36669653
109,I ignored all the questions in the exam,and so I got 0 marks on the exam.,Sc,F1,na_control,na_control,na_control,na_control,-32.2645263671875,-30.89990234375,-29.337517738342285,-27.47007846832276,-25.9791841506958,-25.24525737762451,-23.956716537475582,-21.3359956741333,-24.10527610778809,-26.04977226257324,-31.008029999999994,-25.3078362,-28.1649493
109,I ignored all the questions in the exam,though I did answer most of them.,Sc,F2,na_control,na_control,na_control,na_control,-22.967506408691406,-22.01275038719177,-21.951579570770264,-20.9485502243042,-20.581377029418945,-24.795841217041016,-20.54706859588623,-22.474952697753903,-25.51733112335205,-24.19508934020996,-23.799721660000003,-23.265813739999995,-30.87363182
110,I didn't solve two algebra problems in the test,even though I knew the solutions to them.,S,F1,didn't,NEG,two,NMR,-22.642868041992188,-20.317184448242188,-19.884941577911377,-19.027863025665283,-19.74120712280273,-21.419291496276852,-15.714876174926758,-13.38901424407959,-17.166322708129883,-20.63824462890625,-20.16532185,-20.69166443,-26.360680708
110,I didn't solve two algebra problems in the test,because there weren't even any algebra problems in the test.,S,F2,didn't,NEG,two,NMR,-24.340538024902344,-25.763485193252563,-23.87666320800781,-21.19716739654541,-25.63404369354248,-28.258856773376465,-21.25151634216309,-21.80296802520752,-26.76965713500977,-24.734519004821777,-23.9133531326,-24.2493274782,-28.924806163780005
110,I messed up two algebra problems in the test,even though I knew the solutions to them.,Sc,F1,na_control,na_control,na_control,na_control,-23.59606170654297,-21.37723159790039,-21.3480224609375,-19.717628479003903,-20.698305130004883,-22.62354183197021,-17.077024459838867,-15.54692268371582,-18.48475551605225,-22.4248161315918,-21.978351510000003,-19.56094923,-27.660873458
110,I messed up two algebra problems in the test,because there weren't even any algebra problems in the test.,Sc,F2,na_control,na_control,na_control,na_control,-29.0161361694336,-30.661191940307617,-27.455211639404297,-26.50851488113404,-29.78152656555176,-32.805646896362305,-29.837122917175293,-29.21682357788086,-29.883728981018063,-31.77728843688965,-31.00354427000001,-33.199237260000004,-36.1267846315
111,I didn't eat all the cookies in the jar,which is to say I didn't eat even one of them.,S,F1,didn't,NEG,all,QD,-31.19526672363281,-28.979915410280228,-31.560564517974854,-29.93748140335083,-29.40702533721924,-30.132832527160645,-25.712303161621094,-27.21485424041748,-28.153380393981934,-32.75399875640869,-28.7804728167,-34.40843568894,-38.71358456230001
111,I didn't eat all the cookies in the jar,though I did eat most of them.,S,F2,didn't,NEG,all,QD,-20.76651763916016,-21.124366760253903,-18.52441453933716,-19.18218278884888,-17.76785659790039,-20.91286373138428,-15.677021026611328,-17.580147743225098,-17.02397060394287,-17.95304298400879,-17.336071875000002,-20.904934639,-25.780992194600003
111,I stayed off all the cookies in the jar,which is to say I didn't eat even one of them.,Sc,F1,na_control,na_control,na_control,na_control,-33.042808532714844,-27.89484596252441,-30.06595087051392,-29.05270910263061,-28.344219207763672,-29.461071968078613,-27.11801719665528,-27.43612575531006,-27.245455741882324,-30.4053955078125,-29.70697781,-30.429161690000004,-34.399428365999995
111,I stayed off all the cookies in the jar,though I did eat most of them.,Sc,F2,na_control,na_control,na_control,na_control,-25.47962951660156,-23.31009721755981,-22.29846477508545,-20.735413074493408,-23.80253791809082,-27.457250595092773,-23.34407615661621,-25.910672187805176,-23.968305587768555,-24.72553825378418,-23.509814735,-24.096264536,-39.07969026
112,I didn't read every book in the library,as none of them were appealing.,S,F1,didn't,NEG,every,QD,-32.159576416015625,-27.500123023986816,-27.30538034439087,-27.648240089416504,-23.47078800201416,-27.66971015930176,-23.53968334197998,-26.451909065246586,-26.053524017333984,-29.59129428863525,-26.06347938,-26.12760999,-31.93282833
112,I didn't read every book in the library,though I read most of them.,S,F2,didn't,NEG,every,QD,-19.9460678100586,-18.59125518798828,-19.28471326828003,-17.945557117462158,-15.661812782287598,-20.89060115814209,-13.64797019958496,-15.602280616760254,-14.776019096374512,-16.87040138244629,-15.13313009,-17.59147942,-26.838774110000003
112,I skipped every book in the library,as none of them were appealing.,Sc,F1,na_control,na_control,na_control,na_control,-30.530010223388672,-23.96847152709961,-23.834598064422607,-23.116797924041748,-22.57779884338379,-23.122157096862797,-21.585742950439453,-24.83092403411865,-22.515570640563965,-23.811988830566406,-22.16399231,-20.12315253,-26.201815464
112,I skipped every book in the library,though I read most of them.,Sc,F2,na_control,na_control,na_control,na_control,-22.81507873535156,-21.08378434181213,-22.43380784988404,-20.686399936676025,-19.7723970413208,-21.321433067321777,-20.84178924560547,-19.684642791748047,-19.67769145965576,-22.81660270690918,-18.86627553,-20.83691967,-31.56031987
113,I didn't complete several tasks at work today,because those tasks were too difficult.,S,F1,didn't,NEG,several,QD,-18.4886474609375,-18.25175094604492,-17.35098171234131,-18.83171463012696,-19.05053329467773,-20.47127342224121,-18.89739322662353,-18.547558784484863,-18.97307777404785,-20.00621795654297,-17.9050245,-18.5597876,-20.74930117
113,I didn't complete several tasks at work today,because I didn't have any tasks assigned to me today.,S,F2,didn't,NEG,several,QD,-27.1875228881836,-26.850679397583008,-26.92845678329468,-29.34490299224853,-24.45499610900879,-22.852519989013672,-24.019184112548828,-24.2854118347168,-22.6571626663208,-21.695247650146484,-22.889936863000003,-25.47120377899,-26.84089845513
113,I abandoned several tasks at work today,because those tasks were too difficult.,Sc,F1,na_control,na_control,na_control,na_control,-18.771148681640625,-19.92516326904297,-18.66130828857422,-18.65079116821289,-20.530517578125,-21.678142547607425,-19.67052173614502,-18.479965209960938,-19.87342739105225,-17.248645782470703,-18.81264377,-18.15733657,-19.19788445
113,I abandoned several tasks at work today,because I didn't have any tasks assigned to me today.,Sc,F2,na_control,na_control,na_control,na_control,-30.05408477783203,-28.085124969482425,-27.5633282661438,-29.96542596817017,-30.03451919555664,-27.71516275405884,-28.694454193115234,-27.79195070266724,-28.89227771759033,-27.378933906555176,-27.27858051,-23.747843192,-29.6390493223
114,I didn't pass three exams this semester,even though I studied hard for them.,S,F1,didn't,NEG,three,NMR,-26.25308990478516,-17.41657257080078,-17.292786121368408,-17.207354068756104,-12.219265937805176,-10.32645320892334,-12.017780303955078,-10.492600440979004,-12.665708541870115,-10.721521377563477,-12.78407946,-12.6327367,-16.190463087999998
114,I didn't pass three exams this semester,since I didn't take any exams this semester.,S,F2,didn't,NEG,three,NMR,-24.69659423828125,-20.852360129356384,-21.99906063079834,-23.9803147315979,-21.075092315673828,-24.86080837249756,-20.589802742004395,-19.884974479675293,-19.661993980407715,-18.36880397796631,-21.707260199,-25.3546813138,-24.1376003921
114,I failed three exams this semester,even though I studied hard for them.,Sc,F1,na_control,na_control,na_control,na_control,-27.00409698486328,-18.008121490478516,-18.56363010406494,-18.12979459762573,-13.432141304016112,-13.12555694580078,-13.180464744567873,-11.438343048095703,-12.74555778503418,-13.134435653686523,-13.249260780000002,-16.610460949999997,-19.732119766
114,I failed three exams this semester,since I didn't take any exams this semester.,Sc,F2,na_control,na_control,na_control,na_control,-25.88956451416016,-22.57352828979492,-23.71453046798706,-24.59876203536988,-25.78220272064209,-28.370189666748047,-26.712146759033203,-28.753398895263672,-27.248209953308105,-31.56489372253418,-27.82809187,-36.53082500127,-34.831364433400005
115,I didn't answer most questions in the quiz,and only answered a few.,S,F1,didn't,NEG,most,QD,-14.536720275878906,-12.52883529663086,-11.603400707244871,-12.368003845214844,-14.119118690490724,-15.463253021240234,-14.965797424316406,-11.61668300628662,-13.777875900268556,-12.719324111938477,-13.663627469999998,-13.59877604,-15.63051521
115,I didn't answer most questions in the quiz,but I did answer about half.,S,F2,didn't,NEG,most,QD,-21.00089263916016,-15.741458892822266,-15.576764583587646,-16.372018814086914,-15.997034072875977,-20.30496406555176,-16.784470558166504,-17.584033966064453,-17.520146369934082,-19.989582061767575,-17.5213935,-16.6223605,-21.32208567
115,I skipped most questions in the quiz,and only answered a few.,Sc,F1,na_control,na_control,na_control,na_control,-13.420883178710938,-11.705078125,-11.142241477966309,-10.488329887390137,-11.30057430267334,-7.993508338928223,-11.587396621704102,-9.49824047088623,-11.107805252075195,-8.111597061157227,-10.47682614,-9.92026965,-14.436952956000004
115,I skipped most questions in the quiz,but I did answer about half.,Sc,F2,na_control,na_control,na_control,na_control,-25.562110900878903,-18.99198532104492,-17.47032356262207,-17.746113777160645,-17.67326831817627,-20.53090763092041,-19.20461368560791,-19.194482803344727,-19.74997901916504,-22.95320224761963,-18.7869634,-18.2685196,-23.05200187
117,I didn't consume two vitamin supplements with breakfast,even though I need to have them.,S,F1,didn't,NEG,two,NMR,-24.007888793945312,-24.68350982666016,-24.566641807556152,-25.69398403167725,-21.269858360290527,-21.66954040527344,-23.3708724975586,-23.923973083496094,-23.93595600128174,-27.340898513793945,-21.150721820000005,-22.352130400000004,-29.811821725
117,I didn't consume two vitamin supplements with breakfast,because I don't consume any vitamin supplements.,S,F2,didn't,NEG,two,NMR,-19.943748474121094,-19.114870071411133,-20.97115707397461,-19.20823621749878,-17.927836418151855,-11.969621658325195,-18.0117769241333,-14.229327201843262,-18.958839416503903,-16.89928913116455,-16.288796711,-13.99890605013,-18.012542201869998
117,I skipped two vitamin supplements with breakfast,even though I need to have them.,Sc,F1,na_control,na_control,na_control,na_control,-23.432830810546875,-23.9709701538086,-24.69184875488281,-25.133262634277344,-21.88344955444336,-24.92593288421631,-23.023265838623047,-25.46571922302246,-23.33929920196533,-26.88468360900879,-21.0801748,-21.74104713,-28.58658253
117,I skipped two vitamin supplements with breakfast,because I don't consume any vitamin supplements.,Sc,F2,na_control,na_control,na_control,na_control,-23.31633758544922,-22.18735313415528,-22.33873653411865,-21.681358814239506,-25.40243530273437,-25.23876190185547,-26.85176467895508,-26.1553955078125,-28.37687873840332,-28.135780334472656,-25.02175684,-24.03455957,-25.639872012000005
118,I didn't meet a few old friends at the conference,even though they were expecting me.,S,F1,didn't,NEG,a few,QD,-20.51041412353516,-20.92229080200196,-21.497236728668213,-20.237727165222168,-17.406293869018555,-25.3858642578125,-19.61174869537353,-22.602901458740234,-19.879758834838867,-21.33086585998535,-18.694410430000005,-19.651375270000003,-25.126094807
118,I didn't meet a few old friends at the conference,since there were no old friends at the conference.,S,F2,didn't,NEG,a few,QD,-26.33087539672852,-23.32294273376465,-24.01347780227661,-24.91739559173584,-25.344457626342773,-29.740797996521,-22.88621711730957,-23.01022148132324,-21.670270919799805,-22.13667297363281,-21.381235806,-20.044899874,-23.6319187797
118,I avoided a few old friends at the reunion,even though they were expecting me.,Sc,F1,na_control,na_control,na_control,na_control,-19.452049255371094,-18.96139907836914,-19.670572757720947,-18.544753551483154,-18.100207328796387,-25.818723678588867,-19.42571258544922,-27.376060485839844,-20.612637519836422,-22.94843006134033,-18.81418699,-19.36841073,-23.620958201
118,I avoided a few old friends at the reunion,since there were no old friends at the conference.,Sc,F2,na_control,na_control,na_control,na_control,-28.660755157470703,-28.12478923797608,-29.01981544494629,-32.04698085784912,-35.626739501953125,-41.392409324646,-34.00708770751953,-39.44661712646485,-34.62907695770264,-42.36136436462402,-31.74174018,-32.79127533,-47.491798182
119,I didn't watch most of the football match,as I only watched a few minutes of it.,S,F1,didn't,NEG,most,QD,-19.60054016113281,-20.76013946533203,-20.039814949035645,-20.957529067993164,-24.14254093170166,-24.007262229919437,-22.289639472961422,-18.35604190826416,-22.65471267700196,-17.875429153442383,-21.34137434,-23.04994526,-23.807893194999995
119,I didn't watch most of the football match,though I did watch half of the match.,S,F2,didn't,NEG,most,QD,-21.51356506347656,-24.85194969177246,-23.96572256088257,-24.938210010528564,-24.18750762939453,-31.13789367675781,-22.94089126586914,-23.751991271972656,-25.3484754562378,-26.98280620574951,-24.210030610000004,-25.89393937,-31.45677944
119,I missed most of the football match,as I only watched a few minutes of it.,Sc,F1,na_control,na_control,na_control,na_control,-22.71058654785156,-22.88960266113281,-23.822668075561523,-20.825161457061768,-22.55696392059326,-24.041531562805176,-22.658466339111328,-20.672224044799805,-21.107462882995605,-19.620582580566406,-20.29985221,-24.49131622,-30.3290866785
119,I missed most of the football match,though I did watch half of the match.,Sc,F2,na_control,na_control,na_control,na_control,-26.66131591796875,-27.056928634643555,-27.23949813842773,-26.01890802383423,-25.90358638763428,-33.885379791259766,-25.22095394134521,-27.40526008605957,-28.047282218933105,-30.54932308197021,-24.3941216,-29.53775774,-38.86851671
120,I didn't finish four projects this week,even though I was supposed to finish them.,S,F1,didn't,NEG,four,NMR,-20.563644409179688,-18.14273452758789,-17.29982089996338,-17.508385181427002,-18.685518264770508,-20.10473728179932,-20.10502243041992,-18.01722526550293,-21.382387161254883,-22.670066833496094,-18.495171903,-20.989187202,-23.692996582000003
120,I didn't finish four projects this week,since I didn't have any projects to work on.,S,F2,didn't,NEG,four,NMR,-24.672088623046875,-23.267662048339844,-22.43746566772461,-21.04570198059082,-21.258256912231445,-20.673242568969727,-21.47411727905273,-24.19054412841797,-22.88808250427246,-20.172935485839844,-21.2350001756,-21.960692457,-25.56914708417
120,I abandoned four projects this week,even though I was supposed to finish them.,Sc,F1,na_control,na_control,na_control,na_control,-22.11701202392578,-19.43952178955078,-19.93013000488281,-20.007094383239743,-17.91873264312744,-19.479392051696777,-20.93955898284912,-21.942177772521973,-21.15947151184082,-22.03362846374512,-21.856716422,-21.355559253800003,-21.412249583900003
120,I abandoned four projects this week,since I didn't have any projects to work on.,Sc,F2,na_control,na_control,na_control,na_control,-25.69603729248047,-25.37017822265625,-25.91845464706421,-24.041756629943848,-26.273759841918945,-29.425423622131348,-28.090652465820312,-31.00892925262451,-27.06260585784912,-28.812621116638184,-27.40143903,-26.827024285,-31.032490183499995
121,I didn't talk to a few senior managers at the meeting,even though they tried to engage me in conversation.,S,F1,didn't,NEG,a few,QD,-28.11016082763672,-27.240306854248047,-26.673424243927,-25.82434606552124,-21.012338638305664,-23.006108283996586,-17.27782917022705,-18.562922477722168,-16.450536727905273,-16.142255783081055,-18.45376694,-17.769164109999995,-24.05719751
121,I didn't talk to a few senior managers at the meeting,since there were no senior managers at the meeting.,S,F2,didn't,NEG,a few,QD,-24.021217346191406,-24.10609245300293,-21.52010726928711,-21.731189250946045,-22.612552642822266,-25.131319999694824,-20.6743392944336,-21.166359901428223,-20.66344928741455,-23.601433753967285,-23.00842749,-20.2717968227,-24.9526541681
121,I ignored a few senior managers at the meeting,even though they tried to engage me in conversation.,Sc,F1,na_control,na_control,na_control,na_control,-27.341407775878903,-25.11064910888672,-23.43167018890381,-22.47069215774536,-18.250179290771484,-18.15740299224853,-15.57482624053955,-15.164189338684082,-15.790239334106444,-11.459413528442385,-17.091994279999998,-15.94880984,-18.043275301
121,I ignored a few senior managers at the meeting,since there were no senior managers at the meeting.,Sc,F2,na_control,na_control,na_control,na_control,-24.80548858642578,-23.451544523239136,-22.40629243850708,-23.070740699768063,-23.533348083496094,-24.795668601989743,-23.238268852233887,-24.392728805541992,-23.77770519256592,-26.910317420959476,-23.9639718,-21.71128693,-28.6925357118
122,I didn't read a book about hockey in Jamaica,because the topic didn't interest me.,S,F1,didn't,NEG,a/an,IND,-21.876510620117188,-18.57432556152344,-19.931508541107178,-18.370033740997314,-16.651368141174316,-13.402674674987791,-17.027345657348633,-14.298222541809082,-15.614222526550291,-12.348079681396484,-15.437521060599998,-16.27247884,-27.26601214444
122,I didn't read a book about hockey in Jamaica,since there is no such book.,S,F2,didn't,NEG,a/an,IND,-25.28475952148437,-23.835391998291016,-22.703060150146484,-22.302026748657227,-21.43717765808105,-19.348678588867188,-19.43111991882324,-14.417784690856934,-15.289350509643556,-14.565736770629885,-17.52659942,-20.6817275,-19.66784272
122,I skipped a book about hockey in Jamaica,because the topic didn't interest me.,Sc,F1,na_control,na_control,na_control,na_control,-19.329078674316406,-15.815643310546877,-15.326924324035645,-14.610023975372314,-15.022323608398438,-10.180368423461914,-14.673007011413574,-12.03498363494873,-15.074212074279783,-8.245898246765137,-13.848441487,-13.326313492,-15.292317825799998
