idx,workerid,sentence,Option A,Option B,response,gold_ans,gold_scope_label,OP1,OP1_type,OP2,OP2_type,comments,slide_number_in_experiment,proliferate.condition
38,581,"A city has exactly three libraries - Central Library, West End Library, and East End Library.",the three libraries are in the same city,the three libraries are not in the same city,A,A,surface,a,indefinite,exactly three,number,,27,Group 47
38,364,"A city has exactly three libraries - Central Library, West End Library, and East End Library.",the three libraries are in the same city,the three libraries are not in the same city,A,A,surface,a,indefinite,exactly three,number,,27,Group 47
38,420,"A city has exactly three libraries - Central Library, West End Library, and East End Library.",the three libraries are in the same city,the three libraries are not in the same city,A,A,surface,a,indefinite,exactly three,number,,27,Group 47
38,469,"A city has exactly three libraries - Central Library, West End Library, and East End Library.",the three libraries are in the same city,the three libraries are not in the same city,A,A,surface,a,indefinite,exactly three,number,,6,Group 47
38,618,"A city has exactly three libraries - Central Library, West End Library, and East End Library.",the three libraries are in the same city,the three libraries are not in the same city,A,A,surface,a,indefinite,exactly three,number,,9,Group 47
39,581,"A school principal is setting the timetables for four teachers: Adams, Baker, Clark, and Davis.",the timetables of Adams and the three other teachers are being set by different school principals,the timetables of Adams and the three other teachers are being set by the same school principal,B,B,surface,a,indefinite,four,number,,15,Group 47
39,364,"A school principal is setting the timetables for four teachers: Adams, Baker, Clark, and Davis.",the timetables of Adams and the three other teachers are being set by different school principals,the timetables of Adams and the three other teachers are being set by the same school principal,B,B,surface,a,indefinite,four,number,,15,Group 47
39,420,"A school principal is setting the timetables for four teachers: Adams, Baker, Clark, and Davis.",the timetables of Adams and the three other teachers are being set by different school principals,the timetables of Adams and the three other teachers are being set by the same school principal,B,B,surface,a,indefinite,four,number,,12,Group 47
39,469,"A school principal is setting the timetables for four teachers: Adams, Baker, Clark, and Davis.",the timetables of Adams and the three other teachers are being set by different school principals,the timetables of Adams and the three other teachers are being set by the same school principal,B,B,surface,a,indefinite,four,number,,10,Group 47
39,618,"A school principal is setting the timetables for four teachers: Adams, Baker, Clark, and Davis.",the timetables of Adams and the three other teachers are being set by different school principals,the timetables of Adams and the three other teachers are being set by the same school principal,B,B,surface,a,indefinite,four,number,,21,Group 47
40,377,"A gallery displays exactly seven paintings - P, Q, R, S, T, U, and V.",the seven paintings are all in the same gallery,not all of the seven paintings are in the same gallery,A,A,surface,a,indefinite,exactly seven,number,,16,Group 50
40,430,"A gallery displays exactly seven paintings - P, Q, R, S, T, U, and V.",the seven paintings are all in the same gallery,not all of the seven paintings are in the same gallery,A,A,surface,a,indefinite,exactly seven,number,,14,Group 50
40,601,"A gallery displays exactly seven paintings - P, Q, R, S, T, U, and V.",the seven paintings are all in the same gallery,not all of the seven paintings are in the same gallery,A,A,surface,a,indefinite,exactly seven,number,,20,Group 50
40,542,"A gallery displays exactly seven paintings - P, Q, R, S, T, U, and V.",the seven paintings are all in the same gallery,not all of the seven paintings are in the same gallery,A,A,surface,a,indefinite,exactly seven,number,,19,Group 50
40,489,"A gallery displays exactly seven paintings - P, Q, R, S, T, U, and V.",the seven paintings are all in the same gallery,not all of the seven paintings are in the same gallery,A,A,surface,a,indefinite,exactly seven,number,,22,Group 50
41,413,A pianist will perform five different piano sonatas.,the five piano sonatas will be performed by the same pianist,the five piano sonatas will be performed by different pianists,A,A,surface,a,indefinite,five,number,,10,Group 7
41,520,A pianist will perform five different piano sonatas.,the five piano sonatas will be performed by the same pianist,the five piano sonatas will be performed by different pianists,A,A,surface,a,indefinite,five,number,,26,Group 7
41,572,A pianist will perform five different piano sonatas.,the five piano sonatas will be performed by the same pianist,the five piano sonatas will be performed by different pianists,A,A,surface,a,indefinite,five,number,,22,Group 7
41,412,A pianist will perform five different piano sonatas.,the five piano sonatas will be performed by the same pianist,the five piano sonatas will be performed by different pianists,A,A,surface,a,indefinite,five,number,,6,Group 7
41,354,A pianist will perform five different piano sonatas.,the five piano sonatas will be performed by the same pianist,the five piano sonatas will be performed by different pianists,A,A,surface,a,indefinite,five,number,Could be either,10,Group 7
41,569,A pianist will perform five different piano sonatas.,the five piano sonatas will be performed by the same pianist,the five piano sonatas will be performed by different pianists,A,A,surface,a,indefinite,five,number,,24,Group 46
42,619,"A startup has four employees M, N, O, and P.",there is more than one startup in total that hires the four employees,there is exactly one startup in total that hires the four employees,A,B,surface,a,indefinite,four,number,,21,Group 13
42,400,"A startup has four employees M, N, O, and P.",there is more than one startup in total that hires the four employees,there is exactly one startup in total that hires the four employees,B,B,surface,a,indefinite,four,number,,6,Group 13
42,538,"A startup has four employees M, N, O, and P.",there is more than one startup in total that hires the four employees,there is exactly one startup in total that hires the four employees,B,B,surface,a,indefinite,four,number,,17,Group 13
42,372,"A startup has four employees M, N, O, and P.",there is more than one startup in total that hires the four employees,there is exactly one startup in total that hires the four employees,B,B,surface,a,indefinite,four,number,,25,Group 13
42,596,"A startup has four employees M, N, O, and P.",there is more than one startup in total that hires the four employees,there is exactly one startup in total that hires the four employees,B,B,surface,a,indefinite,four,number,,16,Group 13
43,588,A village has exactly two schools - Hilltop School and Valley School.,the two schools are in the same village,the two schools are not in the same village,A,A,surface,a,indefinite,exactly two,number,,24,Group 31
43,367,A village has exactly two schools - Hilltop School and Valley School.,the two schools are in the same village,the two schools are not in the same village,A,A,surface,a,indefinite,exactly two,number,,27,Group 31
43,532,A village has exactly two schools - Hilltop School and Valley School.,the two schools are in the same village,the two schools are not in the same village,A,A,surface,a,indefinite,exactly two,number,,16,Group 31
43,481,A village has exactly two schools - Hilltop School and Valley School.,the two schools are in the same village,the two schools are not in the same village,A,A,surface,a,indefinite,exactly two,number,,19,Group 31
43,429,A village has exactly two schools - Hilltop School and Valley School.,the two schools are in the same village,the two schools are not in the same village,A,A,surface,a,indefinite,exactly two,number,,10,Group 31
44,588,"A manager is planning the shifts of six employees: Allen, Brown, Carter, Davis, Evans, and Foster.",the shifts of Allen and the five other employees are being planned by different managers,the shifts of Allen and the five other employees are being planned by the same manager,B,B,surface,a,indefinite,six,number,,17,Group 31
